postal_code;federal_district;region;city;timezone;geo_lat;geo_lon;population;foundation_year
369000;Северо-Кавказский;Карачаево-Черкесская Республика;Черкесск;UTC+3;44.2269425;42.0466704;121439;1825
186500;Северо-Западный;Республика Карелия;Беломорск;UTC+3;64.5378417;34.7799462;11217;1100
186610;Северо-Западный;Республика Карелия;Кемь;UTC+3;64.9543539;34.5949263;13061;1300
186220;Северо-Западный;Республика Карелия;Кондопога;UTC+3;62.2059817;34.2682122;32978;1563
186930;Северо-Западный;Республика Карелия;Костомукша;UTC+3;64.5889398;30.6016832;28433;1977
186730;Северо-Западный;Республика Карелия;Лахденпохья;UTC+3;61.518881;30.1996116;7818;1600
186350;Северо-Западный;Республика Карелия;Медвежьегорск;UTC+3;62.9127626;34.4568489;15536;1916
186000;Северо-Западный;Республика Карелия;Олонец;UTC+3;60.9794025;32.9725519;9060;1137
185000;Северо-Западный;Республика Карелия;Петрозаводск;UTC+3;61.7891264;34.3596434;263540;1703
186810;Северо-Западный;Республика Карелия;Питкяранта;UTC+3;61.5757191;31.4640557;11484;1800
186150;Северо-Западный;Республика Карелия;Пудож;UTC+3;61.8058821;36.5329941;9698;1382
186420;Северо-Западный;Республика Карелия;Сегежа;UTC+3;63.7437572;34.3126982;29660;1914
186790;Северо-Западный;Республика Карелия;Сортавала;UTC+3;61.703367;30.6916998;19215;1468
186870;Северо-Западный;Республика Карелия;Суоярви;UTC+3;62.0787293;32.3499386;9763;1500
652470;Сибирский;Кемеровская область - Кузбасс;Анжеро-Судженск;UTC+7;56.0786281;86.0201278;76669;1896
652600;Сибирский;Кемеровская область - Кузбасс;Белово;UTC+7;54.4220968;86.3037373;76752;1726
652420;Сибирский;Кемеровская область - Кузбасс;Березовский;UTC+7;55.6693513;86.2744459;47292;1965
652780;Сибирский;Кемеровская область - Кузбасс;Гурьевск;UTC+7;54.2859263;85.9475985;24816;1816
652740;Сибирский;Кемеровская область - Кузбасс;Калтан;UTC+7;53.5210919;87.2771636;21893;1946
650000;Сибирский;Кемеровская область - Кузбасс;Кемерово;UTC+7;55.3910651;86.0467781;532884;1918
652700;Сибирский;Кемеровская область - Кузбасс;Киселевск;UTC+7;54.0059999;86.6366116;98382;1917
652500;Сибирский;Кемеровская область - Кузбасс;Ленинск-Кузнецкий;UTC+7;54.6674492;86.1797324;101666;1763
652150;Сибирский;Кемеровская область - Кузбасс;Мариинск;UTC+7;56.2127383;87.7454924;40522;1698
652870;Сибирский;Кемеровская область - Кузбасс;Междуреченск;UTC+7;53.6865289;88.0702754;101995;1946
652840;Сибирский;Кемеровская область - Кузбасс;Мыски;UTC+7;53.7125695;87.8055646;43029;1826
654000;Сибирский;Кемеровская область - Кузбасс;Новокузнецк;UTC+7;53.794315;87.2142745;547885;1618
652800;Сибирский;Кемеровская область - Кузбасс;Осинники;UTC+7;53.5988055;87.3371272;45997;1926
652560;Сибирский;Кемеровская область - Кузбасс;Полысаево;UTC+7;54.6055;86.2809208;27624;1989
652701;Сибирский;Кемеровская область - Кузбасс;Прокопьевск;UTC+7;53.8604265;86.7183577;210150;1650
652770;Сибирский;Кемеровская область - Кузбасс;Салаир;UTC+7;54.2351735;85.8030733;8263;1626
652400;Сибирский;Кемеровская область - Кузбасс;Тайга;UTC+7;56.0622131;85.6207182;25330;1896
652990;Сибирский;Кемеровская область - Кузбасс;Таштагол;UTC+7;52.759313;87.8476546;23114;1939
652300;Сибирский;Кемеровская область - Кузбасс;Топки;UTC+7;55.2764707;85.6152619;28642;1914
652050;Сибирский;Кемеровская область - Кузбасс;Юрга;UTC+7;55.7202694;84.8886399;81536;1886
613200;Приволжский;Кировская область;Белая Холуница;UTC+3;58.8415239;50.8460699;11232;1764
612960;Приволжский;Кировская область;Вятские Поляны;UTC+3;56.2284817;51.0614855;35159;1596
612410;Приволжский;Кировская область;Зуевка;UTC+3;58.4032152;51.1331606;11198;1899
610000;Приволжский;Кировская область;Киров;UTC+3;58.6035264;49.6679304;473668;1181
613040;Приволжский;Кировская область;Кирово-Чепецк;UTC+3;58.5559424;50.0316848;80920;1935
612820;Приволжский;Кировская область;Кирс;UTC+3;59.340056;52.2414437;10420;1729
612600;Приволжский;Кировская область;Котельнич;UTC+3;58.3034832;48.3475597;24979;1143
613980;Приволжский;Кировская область;Луза;UTC+3;60.6290609;47.2612445;11262;1899
612920;Приволжский;Кировская область;Малмыж;UTC+3;56.5243844;50.6782739;8265;1400
613710;Приволжский;Кировская область;Мураши;UTC+3;59.3955383;48.9638417;6752;1895
613440;Приволжский;Кировская область;Нолинск;UTC+3;57.5597284;49.93575;9556;1668
612740;Приволжский;Кировская область;Омутнинск;UTC+3;58.6698913;52.1894564;23618;1773
612270;Приволжский;Кировская область;Орлов;UTC+3;58.5389776;48.8927723;6959;1459
613150;Приволжский;Кировская область;Слободской;UTC+3;58.7311574;50.1669249;33983;1505
613341;Приволжский;Кировская область;Советск;UTC+3;57.584196;48.9590272;16592;1100
612990;Приволжский;Кировская область;Сосновка;UTC+3;56.2532741;51.2833642;11960;1699
613530;Приволжский;Кировская область;Уржум;UTC+3;57.1097477;50.0058097;10213;1584
612260;Приволжский;Кировская область;Яранск;UTC+3;57.3040326;47.8478737;17252;1584
169900;Северо-Западный;Республика Коми;Воркута;UTC+3;67.4974082;64.061034;70551;1936
169570;Северо-Западный;Республика Коми;Вуктыл;UTC+3;63.8615274;57.3165402;12357;1968
169200;Северо-Западный;Республика Коми;Емва;UTC+3;62.5965137;50.8732125;14574;1941
169840;Северо-Западный;Республика Коми;Инта;UTC+3;66.0367316;60.1152961;32021;1940
169060;Северо-Западный;Республика Коми;Микунь;UTC+3;62.3579068;50.0719503;10732;1937
169600;Северо-Западный;Республика Коми;Печора;UTC+3;65.148584;57.2239777;43458;1940
169500;Северо-Западный;Республика Коми;Сосногорск;UTC+3;63.5989841;53.876293;27809;1939
167000;Северо-Западный;Республика Коми;Сыктывкар;UTC+3;61.6686617;50.8358151;235006;1780
169710;Северо-Западный;Республика Коми;Усинск;UTC+3;65.994147;57.5569423;41100;1966
169300;Северо-Западный;Республика Коми;Ухта;UTC+3;63.5565514;53.7014239;99642;1929
157000;Центральный;Костромская область;Буй;UTC+3;58.4733277;41.5306822;25763;1536
156901;Центральный;Костромская область;Волгореченск;UTC+3;57.4424559;41.1594201;17108;1964
157200;Центральный;Костромская область;Галич;UTC+3;58.3828191;42.3654013;17346;1159
157440;Центральный;Костромская область;Кологрив;UTC+3;58.8269323;44.3184927;3314;1600
156000;Центральный;Костромская область;Кострома;UTC+3;57.768;40.927;268617;1152
157460;Центральный;Костромская область;Макарьев;UTC+3;57.8807152;43.8014197;7114;1439
157300;Центральный;Костромская область;Мантурово;UTC+3;58.3265441;44.757494;17479;1617
157800;Центральный;Костромская область;Нерехта;UTC+3;57.4543369;40.5723598;22817;1214
157331;Центральный;Костромская область;Нея;UTC+3;58.2943349;43.8780948;9827;1906
157170;Центральный;Костромская область;Солигалич;UTC+3;59.0784867;42.2878423;6438;1335
157130;Центральный;Костромская область;Чухлома;UTC+3;58.753421;42.6884958;5209;1381
157500;Центральный;Костромская область;Шарья;UTC+3;58.3760542;45.4062414;23668;1906
353320;Южный;Краснодарский край;Абинск;UTC+3;44.8679655;38.1618157;34926;1863
353440;Южный;Краснодарский край;Анапа;UTC+3;44.8950433;37.3163282;58983;1781
352690;Южный;Краснодарский край;Апшеронск;UTC+3;44.4584006;39.7299824;40229;1863
352900;Южный;Краснодарский край;Армавир;UTC+3;45.0012149;41.1324168;188897;1839
352630;Южный;Краснодарский край;Белореченск;UTC+3;44.7651876;39.8781494;53891;1862
353460;Южный;Краснодарский край;Геленджик;UTC+3;44.5630007;38.0790852;54813;1831
353288;Южный;Краснодарский край;Горячий Ключ;UTC+3;44.6344864;39.1354738;30093;1868
352190;Южный;Краснодарский край;Гулькевичи;UTC+3;45.3605121;40.6918389;35225;1875
353680;Южный;Краснодарский край;Ейск;UTC+3;46.71157;38.2763895;87771;1848
353180;Южный;Краснодарский край;Кореновск;UTC+3;45.4641703;39.458949;41179;1794
350000;Южный;Краснодарский край;Краснодар;UTC+3;45.0401604;38.9759647;744933;1793
352380;Южный;Краснодарский край;Кропоткин;UTC+3;45.4333007;40.5727951;80743;1879
353380;Южный;Краснодарский край;Крымск;UTC+3;44.9344404;37.9855795;57370;1862
352430;Южный;Краснодарский край;Курганинск;UTC+3;44.8877025;40.5913245;47974;1855
352500;Южный;Краснодарский край;Лабинск;UTC+3;44.6354363;40.7245341;62822;1841
352240;Южный;Краснодарский край;Новокубанск;UTC+3;45.1038699;41.0475175;34847;1867
353900;Южный;Краснодарский край;Новороссийск;UTC+3;44.7235026;37.7686135;241788;1838
353860;Южный;Краснодарский край;Приморско-Ахтарск;UTC+3;46.0515432;38.1704875;32253;1854
353560;Южный;Краснодарский край;Славянск-на-Кубани;UTC+3;45.2603626;38.1259774;63768;1865
354000;Южный;Краснодарский край;Сочи;UTC+3;43.5854551;39.7231548;343285;1838
353500;Южный;Краснодарский край;Темрюк;UTC+3;45.2610949;37.4454412;38014;1860
352700;Южный;Краснодарский край;Тимашевск;UTC+3;45.615923;38.9351837;53921;1794
352120;Южный;Краснодарский край;Тихорецк;UTC+3;45.8546345;40.1260267;61825;1895
352800;Южный;Краснодарский край;Туапсе;UTC+3;44.1105335;39.0824904;63233;1838
352330;Южный;Краснодарский край;Усть-Лабинск;UTC+3;45.2227359;39.6929577;43268;1794
352680;Южный;Краснодарский край;Хадыженск;UTC+3;44.4122963;39.5320258;21580;1864
662951;Сибирский;Красноярский край;Артемовск;UTC+7;54.3473075;93.4358377;2180;1700
662150;Сибирский;Красноярский край;Ачинск;UTC+7;56.253907;90.4794397;109156;1683
662060;Сибирский;Красноярский край;Боготол;UTC+7;56.2098468;89.5299336;21029;1893
663980;Сибирский;Красноярский край;Бородино;UTC+7;55.9054121;94.9020967;17423;1949
663081;Сибирский;Красноярский край;Дивногорск;UTC+7;55.9576784;92.3800687;28271;1956
647000;Сибирский;Красноярский край;Дудинка;UTC+7;69.4031364;86.1907218;22207;1667
663150;Сибирский;Красноярский край;Енисейск;UTC+7;58.4485261;92.1651083;18769;1619
662970;Сибирский;Красноярский край;Железногорск;UTC+7;56.2529035;93.532273;85559;1950
663960;Сибирский;Красноярский край;Заозерный;UTC+7;55.9617752;94.7091491;10683;1776
663690;Сибирский;Красноярский край;Зеленогорск;UTC+7;56.1131564;94.5888103;66018;1956
663200;Сибирский;Красноярский край;Игарка;UTC+7;67.4666901;86.5812794;6183;1929
663800;Сибирский;Красноярский край;Иланский;UTC+7;56.2374037;96.067267;16108;1646
663600;Сибирский;Красноярский край;Канск;UTC+7;56.2051282;95.7051096;94230;1636
663491;Сибирский;Красноярский край;Кодинск;UTC+7;58.6032644;99.1797962;14835;1977
660000;Сибирский;Красноярский край;Красноярск;UTC+7;56.0093879;92.8524806;973826;1628
662541;Сибирский;Красноярский край;Лесосибирск;UTC+7;58.221681;92.5037872;61146;1975
662600;Сибирский;Красноярский край;Минусинск;UTC+7;53.7104586;91.6872907;71171;1739
662200;Сибирский;Красноярский край;Назарово;UTC+7;56.0113799;90.4168775;52829;1700
663300;Сибирский;Красноярский край;Норильск;UTC+7;69.3489978;88.2009846;175301;1935
662500;Сибирский;Красноярский край;Сосновоборск;UTC+7;56.1202647;93.3354121;33090;1971
662251;Сибирский;Красноярский край;Ужур;UTC+7;55.3141969;89.8333918;16079;1760
663920;Сибирский;Красноярский край;Уяр;UTC+7;55.8131263;94.3282601;12666;1760
662310;Сибирский;Красноярский край;Шарыпово;UTC+7;55.5389739;89.1801044;38570;1700
298676;Южный;Республика Крым;Ялта;UTC+3;44.4164605;34.0444797;7771;960
298500;Южный;Республика Крым;Алушта;UTC+3;44.6764304;34.4100624;29078;500
296012;Южный;Республика Крым;Армянск;UTC+3;46.1059307;33.6910012;21987;1736
298400;Южный;Республика Крым;Бахчисарай;UTC+3;44.7514769;33.8752176;27448;1532
297600;Южный;Республика Крым;Белогорск;UTC+3;45.057202;34.5999029;16354;1200
296100;Южный;Республика Крым;Джанкой;UTC+3;45.7092306;34.3883372;38622;1784
297402;Южный;Республика Крым;Евпатория;UTC+3;45.190629;33.367634;105719;-497
298300;Южный;Республика Крым;Керчь;UTC+3;45.3562627;36.4674513;147033;-650
296000;Южный;Республика Крым;Красноперекопск;UTC+3;45.9537576;33.7921939;26268;1932
296500;Южный;Республика Крым;Саки;UTC+3;45.1341997;33.6033383;25146;1952
295000;Южный;Республика Крым;Симферополь;UTC+3;44.9482948;34.1001151;332317;1784
297345;Южный;Республика Крым;Старый Крым;UTC+3;45.029058;35.0901474;9277;1200
298000;Южный;Республика Крым;Судак;UTC+3;44.8504679;34.9762034;16492;212
298100;Южный;Республика Крым;Феодосия;UTC+3;45.0318393;35.3824259;69038;-500
298213;Южный;Республика Крым;Щелкино;UTC+3;45.4288991;35.825165;10620;1978
298600;Южный;Республика Крым;Ялта;UTC+3;44.4953612;34.166308;76746;1154
641730;Уральский;Курганская область;Далматово;UTC+5;56.262114;62.9387011;13913;1644
641700;Уральский;Курганская область;Катайск;UTC+5;56.290809;62.5800359;14017;1655
640002;Уральский;Курганская область;Курган;UTC+5;55.4443883;65.3161963;333640;1679
641430;Уральский;Курганская область;Куртамыш;UTC+5;54.9368539;64.4203722;17098;1745
641600;Уральский;Курганская область;Макушино;UTC+5;55.2153947;67.2451705;8337;1797
641640;Уральский;Курганская область;Петухово;UTC+5;55.0650077;67.8873408;11291;1779
641870;Уральский;Курганская область;Шадринск;UTC+5;56.0870344;63.6297182;77744;1662
641100;Уральский;Курганская область;Шумиха;UTC+5;55.2280246;63.2901272;17821;1892
641010;Уральский;Курганская область;Щучье;UTC+5;55.2087637;62.7478548;10971;1750
307500;Центральный;Курская область;Дмитриев;UTC+3;52.1268464;35.0739038;7721;1779
307170;Центральный;Курская область;Железногорск;UTC+3;52.3380202;35.3516867;95057;1957
305000;Центральный;Курская область;Курск;UTC+3;51.7303637;36.1925603;414595;1032
307250;Центральный;Курская область;Курчатов;UTC+3;51.6604083;35.6572224;42691;1968
307750;Центральный;Курская область;Льгов;UTC+3;51.6597148;35.2612491;21452;1152
306230;Центральный;Курская область;Обоянь;UTC+3;51.2119324;36.2755133;13562;1639
307370;Центральный;Курская область;Рыльск;UTC+3;51.5681314;34.6802597;15667;1152
307800;Центральный;Курская область;Суджа;UTC+3;51.1918927;35.2720915;6036;1500
307100;Центральный;Курская область;Фатеж;UTC+3;52.0917728;35.8538706;5404;1500
306509;Центральный;Курская область;Щигры;UTC+3;51.8786014;36.8910945;17043;1700
187650;Северо-Западный;Ленинградская область;Бокситогорск;UTC+3;59.4734797;33.845688;16593;1929
188410;Северо-Западный;Ленинградская область;Волосово;UTC+3;59.4445408;29.4923355;12162;1870
187401;Северо-Западный;Ленинградская область;Волхов;UTC+3;59.9005958;32.3520756;47344;1918
188640;Северо-Западный;Ленинградская область;Всеволожск;UTC+3;60.0191278;30.6456718;59689;1892
188800;Северо-Западный;Ленинградская область;Выборг;UTC+3;60.7130801;28.7328336;80013;1293
188909;Северо-Западный;Ленинградская область;Высоцк;UTC+3;60.6296236;28.5709314;1244;1532
188300;Северо-Западный;Ленинградская область;Гатчина;UTC+3;59.565237;30.1282473;92566;1499
188490;Северо-Западный;Ленинградская область;Ивангород;UTC+3;59.3766119;28.2231659;9797;1492
188950;Северо-Западный;Ленинградская область;Каменногорск;UTC+3;60.950855;29.1308372;6761;1597
188455;Северо-Западный;Ленинградская область;Кингисепп;UTC+3;59.3740435;28.6112444;48667;1384
187110;Северо-Западный;Ленинградская область;Кириши;UTC+3;59.4742862;32.0624947;52826;1693
187340;Северо-Западный;Ленинградская область;Кировск;UTC+3;59.8754216;30.981364;25633;1931
188320;Северо-Западный;Ленинградская область;Коммунар;UTC+3;59.6215133;30.3934125;20265;1840
188691;Северо-Западный;Ленинградская область;Кудрово;UTC+3;59.9075226;30.5121008;13501;1926
187700;Северо-Западный;Ленинградская область;Лодейное Поле;UTC+3;60.7320936;33.5521022;21053;1702
188230;Северо-Западный;Ленинградская область;Луга;UTC+3;58.7374031;29.8465776;36409;1777
187050;Северо-Западный;Ленинградская область;Любань;UTC+3;59.3493847;31.2484801;4188;1499
188662;Северо-Западный;Ленинградская область;Мурино;UTC+3;60.044862;30.4571456;19775;1676
187026;Северо-Западный;Ленинградская область;Никольское;UTC+3;59.7043309;30.7874571;19345;1710
187450;Северо-Западный;Ленинградская область;Новая Ладога;UTC+3;60.1100135;32.3141203;8890;1704
187330;Северо-Западный;Ленинградская область;Отрадное;UTC+3;59.7726848;30.7988557;23874;1708
187600;Северо-Западный;Ленинградская область;Пикалево;UTC+3;59.5132022;34.1772776;21567;1620
187780;Северо-Западный;Ленинградская область;Подпорожье;UTC+3;60.9127549;34.1567664;18729;1936
188910;Северо-Западный;Ленинградская область;Приморск;UTC+3;60.3660209;28.6135772;6122;1268
188760;Северо-Западный;Ленинградская область;Приозерск;UTC+3;61.0330896;30.1587851;18929;1100
188990;Северо-Западный;Ленинградская область;Светогорск;UTC+3;61.1111282;28.8725865;15973;1887
188650;Северо-Западный;Ленинградская область;Сертолово;UTC+3;60.1446932;30.2095918;47854;1936
188560;Северо-Западный;Ленинградская область;Сланцы;UTC+3;59.1178185;28.0881475;33587;1934
188540;Северо-Западный;Ленинградская область;Сосновый Бор;UTC+3;59.8772884;29.1291619;65901;1958
187420;Северо-Западный;Ленинградская область;Сясьстрой;UTC+3;60.1401739;32.5601559;13747;1926
187550;Северо-Западный;Ленинградская область;Тихвин;UTC+3;59.6272904;33.5072731;58843;1383
187000;Северо-Западный;Ленинградская область;Тосно;UTC+3;59.5407098;30.877812;39127;1500
187320;Северо-Западный;Ленинградская область;Шлиссельбург;UTC+3;59.9443714;31.0333365;13305;1323
399050;Центральный;Липецкая область;Грязи;UTC+3;52.4874097;39.9331142;46798;1868
399850;Центральный;Липецкая область;Данков;UTC+3;53.2577411;39.1456184;21056;1563
399770;Центральный;Липецкая область;Елец;UTC+3;52.6152411;38.5289342;108404;1146
399200;Центральный;Липецкая область;Задонск;UTC+3;52.4004179;38.9205032;9695;1615
399610;Центральный;Липецкая область;Лебедянь;UTC+3;53.0156117;39.143536;20991;1605
398000;Центральный;Липецкая область;Липецк;UTC+3;52.610249;39.5947883;508124;1703
399341;Центральный;Липецкая область;Усмань;UTC+3;52.0442648;39.726401;18752;1645
399900;Центральный;Липецкая область;Чаплыгин;UTC+3;53.24048;39.9670973;12656;1638
685000;Дальневосточный;Магаданская область;Магадан;UTC+11;59.5681332;150.8084956;95925;1929
686314;Дальневосточный;Магаданская область;Сусуман;UTC+11;62.7805882;148.1540281;5865;1938
425000;Приволжский;Республика Марий Эл;Волжск;UTC+3;55.8623156;48.3715083;55671;1500
425060;Приволжский;Республика Марий Эл;Звенигово;UTC+3;55.9738571;48.0170245;11945;1860
424000;Приволжский;Республика Марий Эл;Йошкар-Ола;UTC+3;56.6343662;47.8999706;248688;1584
425350;Приволжский;Республика Марий Эл;Козьмодемьянск;UTC+3;56.3334036;46.546675;21262;1583
431850;Приволжский;Республика Мордовия;Ардатов;UTC+3;54.8465544;46.2411232;9400;1671
431430;Приволжский;Республика Мордовия;Инсар;UTC+3;53.8770022;44.3696566;8687;1648
431350;Приволжский;Республика Мордовия;Ковылкино;UTC+3;54.0391072;43.9191539;21307;1892
431260;Приволжский;Республика Мордовия;Краснослободск;UTC+3;54.4248207;43.7845011;10151;1571
431440;Приволжский;Республика Мордовия;Рузаевка;UTC+3;54.0581967;44.9490466;47529;1631
430000;Приволжский;Республика Мордовия;Саранск;UTC+3;54.1809332;45.1862632;318841;1641
431220;Приволжский;Республика Мордовия;Темников;UTC+3;54.6310583;43.2161099;7247;1100
101000;Центральный;Москва;Москва;UTC+3;55.7540471;37.620405;11514330;1147
143360;Центральный;Московская область;Апрелевка;UTC+3;55.5276918;37.065143;18467;1899
143900;Центральный;Московская область;Балашиха;UTC+3;55.796389;37.938283;215353;1830
140250;Центральный;Московская область;Белоозёрский;UTC+3;55.4595766;38.4389742;17842;1961
140170;Центральный;Московская область;Бронницы;UTC+3;55.4255379;38.264145;21102;1453
143330;Центральный;Московская область;Верея;UTC+3;55.343369;36.185694;5368;1371
142700;Центральный;Московская область;Видное;UTC+3;55.551725;37.7061984;56798;1949
143600;Центральный;Московская область;Волоколамск;UTC+3;56.0356499;35.9585112;23386;1135
141650;Центральный;Московская область;Высоковск;UTC+3;56.3359513;36.5251837;10642;1864
143040;Центральный;Московская область;Голицыно;UTC+3;55.6190582;36.9856793;17447;1872
143530;Центральный;Московская область;Дедовск;UTC+3;55.8703276;37.1245043;29280;1911
140090;Центральный;Московская область;Дзержинский;UTC+3;55.6240869;37.8440276;47125;1380
141700;Центральный;Московская область;Долгопрудный;UTC+3;55.9385999;37.5101021;90976;1931
142000;Центральный;Московская область;Домодедово;UTC+3;55.4363283;37.7664984;96123;1900
142660;Центральный;Московская область;Дрезна;UTC+3;55.7443143;38.8498479;11815;1897
141980;Центральный;Московская область;Дубна;UTC+3;56.741786;37.1757223;70569;1956
140300;Центральный;Московская область;Егорьевск;UTC+3;55.3830113;39.0358317;70133;1462
140180;Центральный;Московская область;Жуковский;UTC+3;55.599803;38.1224298;102729;1947
140600;Центральный;Московская область;Зарайск;UTC+3;54.762456;38.8850978;24648;1146
143180;Центральный;Московская область;Звенигород;UTC+3;55.7297089;36.8554029;16395;1152
141280;Центральный;Московская область;Ивантеевка;UTC+3;55.9741665;37.9207539;58594;1564
142900;Центральный;Московская область;Кашира;UTC+3;54.853337;38.1904392;41880;1356
140400;Центральный;Московская область;Коломна;UTC+3;55.102814;38.7531002;144642;1177
141060;Центральный;Московская область;Королёв;UTC+3;55.9161773;37.8545415;183452;1938
140053;Центральный;Московская область;Котельники;UTC+3;55.6597925;37.8631156;32347;1600
141290;Центральный;Московская область;Красноармейск;UTC+3;56.105426;38.140838;26294;1928
143401;Центральный;Московская область;Красногорск;UTC+3;55.8317203;37.3295266;116738;1932
141321;Центральный;Московская область;Краснозаводск;UTC+3;56.4409979;38.2320307;13432;1916
143090;Центральный;Московская область;Краснознаменск;UTC+3;55.5978959;37.0393709;36057;1952
143070;Центральный;Московская область;Кубинка;UTC+3;55.5754955;36.6951995;22918;1400
142620;Центральный;Московская область;Куровское;UTC+3;55.5792277;38.9207723;21821;1646
142663;Центральный;Московская область;Ликино-Дулёво;UTC+3;55.7078257;38.9578093;31331;1930
141055;Центральный;Московская область;Лобня;UTC+3;56.0328881;37.4614035;74350;1902
141150;Центральный;Московская область;Лосино-Петровский;UTC+3;55.8713214;38.200599;22550;1708
140500;Центральный;Московская область;Луховицы;UTC+3;54.9652077;39.0260266;29849;1594
140080;Центральный;Московская область;Лыткарино;UTC+3;55.5778163;37.9033507;55147;1429
140000;Центральный;Московская область;Люберцы;UTC+3;55.676499;37.898125;171978;1623
143200;Центральный;Московская область;Можайск;UTC+3;55.5069259;36.024043;31388;1231
141000;Центральный;Московская область;Мытищи;UTC+3;55.9105782;37.7363579;173341;1460
140560;Центральный;Московская область;Озёры;UTC+3;54.8541006;38.5599196;25788;1834
142500;Центральный;Московская область;Павловский Посад;UTC+3;55.7807244;38.6596983;63771;1328
141320;Центральный;Московская область;Пересвет;UTC+3;56.4158326;38.1733534;14142;1948
142100;Центральный;Московская область;Подольск;UTC+3;55.4389322;37.5703482;187956;1559
142280;Центральный;Московская область;Протвино;UTC+3;54.8705984;37.2182749;37308;1960
141200;Центральный;Московская область;Пушкино;UTC+3;56.0103638;37.8471403;102840;1499
142290;Центральный;Московская область;Пущино;UTC+3;54.8324412;37.6210346;20263;1956
140100;Центральный;Московская область;Раменское;UTC+3;55.5495132;38.2728914;96355;1328
143960;Центральный;Московская область;Реутов;UTC+3;55.7582621;37.8618553;87195;1492
140730;Центральный;Московская область;Рошаль;UTC+3;55.6632776;39.8656147;21265;1916
143100;Центральный;Московская область;Руза;UTC+3;55.7014744;36.1959206;13495;1328
142200;Центральный;Московская область;Серпухов;UTC+3;54.9226466;37.4033859;126496;1339
141503;Центральный;Московская область;Солнечногорск;UTC+3;56.185102;36.977631;52996;1700
142450;Центральный;Московская область;Старая Купавна;UTC+3;55.810648;38.175624;21859;1300
142800;Центральный;Московская область;Ступино;UTC+3;54.886274;38.078228;66942;1938
141900;Центральный;Московская область;Талдом;UTC+3;56.7308564;37.5276003;13819;1677
141190;Центральный;Московская область;Фрязино;UTC+3;55.9590588;38.0410235;55449;1584
141402;Центральный;Московская область;Химки;UTC+3;55.888657;37.4303702;207125;1850
141370;Центральный;Московская область;Хотьково;UTC+3;56.2516982;37.9396017;21612;1308
142432;Центральный;Московская область;Черноголовка;UTC+3;56.010005;38.379245;20986;1710
142300;Центральный;Московская область;Чехов;UTC+3;55.1508011;37.4533252;60677;1175
141100;Центральный;Московская область;Щёлково;UTC+3;55.9233801;37.9783707;110380;1500
142530;Центральный;Московская область;Электрогорск;UTC+3;55.8780241;38.7806752;22120;1912
144000;Центральный;Московская область;Электросталь;UTC+3;55.7847291;38.4447045;155324;1916
142455;Центральный;Московская область;Электроугли;UTC+3;55.7170877;38.2192563;20120;1899
141840;Центральный;Московская область;Яхрома;UTC+3;56.2890516;37.4831799;13248;1841
184200;Северо-Западный;Мурманская область;Апатиты;UTC+3;67.5677761;33.4067929;59690;1926
184670;Северо-Западный;Мурманская область;Гаджиево;UTC+3;69.2491311;33.315341;11089;1957
184310;Северо-Западный;Мурманская область;Заозерск;UTC+3;69.4003584;32.4501496;11206;1958
184430;Северо-Западный;Мурманская область;Заполярный;UTC+3;69.4132852;30.7984312;15835;1956
184042;Северо-Западный;Мурманская область;Кандалакша;UTC+3;67.1567974;32.4143218;35659;1000
184250;Северо-Западный;Мурманская область;Кировск;UTC+3;67.6150424;33.663735;28659;1929
184144;Северо-Западный;Мурманская область;Ковдор;UTC+3;67.5661417;30.4741941;18836;1953
184380;Северо-Западный;Мурманская область;Кола;UTC+3;68.8786028;33.0262299;10447;1517
184505;Северо-Западный;Мурманская область;Мончегорск;UTC+3;67.9386153;32.9359719;45381;1937
183000;Северо-Западный;Мурманская область;Мурманск;UTC+3;69.007721;33.0685865;307664;1916
184530;Северо-Западный;Мурманская область;Оленегорск;UTC+3;68.1422058;33.2669407;23079;1949
184640;Северо-Западный;Мурманская область;Островной;UTC+3;68.0510344;39.5077846;2177;1611
184230;Северо-Западный;Мурманская область;Полярные Зори;UTC+3;67.373084;32.4975636;15106;1968
184650;Северо-Западный;Мурманская область;Полярный;UTC+3;69.1989583;33.4508591;17304;1896
184601;Северо-Западный;Мурманская область;Североморск;UTC+3;69.0766801;33.4177759;50076;1896
184682;Северо-Западный;Мурманская область;Снежногорск;UTC+3;69.1921409;33.2383502;12698;1970
166000;Северо-Западный;Ненецкий автономный округ;Нарьян-Мар;UTC+3;67.6379672;53.0069565;21296;1929
607220;Приволжский;Нижегородская область;Арзамас;UTC+3;55.3945814;43.8408141;106367;1552
606407;Приволжский;Нижегородская область;Балахна;UTC+3;56.495036;43.5758423;51526;1399
607600;Приволжский;Нижегородская область;Богородск;UTC+3;56.1020828;43.5135442;25497;1570
606440;Приволжский;Нижегородская область;Бор;UTC+3;56.3565458;44.0646481;78079;1300
606860;Приволжский;Нижегородская область;Ветлуга;UTC+3;57.8559204;45.7761957;8956;1606
606072;Приволжский;Нижегородская область;Володарск;UTC+3;56.2169751;43.1596417;9924;1932
606120;Приволжский;Нижегородская область;Ворсма;UTC+3;55.989943;43.2718859;11622;1500
607060;Приволжский;Нижегородская область;Выкса;UTC+3;55.3207727;42.1678834;56196;1757
606125;Приволжский;Нижегородская область;Горбатов;UTC+3;56.1307769;43.0626185;2278;1500
